Search,Study,Experiment,Dataset,Reference,Type,Culture,Mixed culture species IDs (strains),ID,Strain,Order,Family,Genus,Species,Growth medium,Type of fermentation,Final electron acceptor,Initial pH,Fermentation products listed,(An)aerobic?,Test temp (K),Variable 2,Variable 2 value,Variable 2 units,Variable 3,Variable 3 value,Variable 3 units,Rate_type,Rate,Rate units,1_kT,ln_rate
12,53,53-A,53-A-01,"Xue YF, Zu Y, Liu Y, Ma YH, Zhou PJ (2001).  Thermoanaerobacter tengcongensis sp. nov., a novel anaerobic, saccharolytic, thermophilic bacterium isolated from a hot spring in Tengcong, China.  International Journal of Systematic and Evolutionary Microbiology 51(4):1335-1341.",Reducer,Pure,,Thermoanaerobacter tengcongensis,MB4T,Thermanaerobacterales,Thermanaerobacteraceae,Thermanaerobacter,tengcongensis,Yeast and starch,,Thiosulfate and sulfur,,Hydrogen sulfide and acetate,Anaerobic,327.9806,,,,,,,Specific growth,0.038,/h,35.38308951,-3.270169119
12,53,53-A,53-A-01,"Xue YF, Zu Y, Liu Y, Ma YH, Zhou PJ (2001).  Thermoanaerobacter tengcongensis sp. nov., a novel anaerobic, saccharolytic, thermophilic bacterium isolated from a hot spring in Tengcong, China.  International Journal of Systematic and Evolutionary Microbiology 51(4):1335-1341.",Reducer,Pure,,Thermoanaerobacter tengcongensis,MB4T,Thermanaerobacterales,Thermanaerobacteraceae,Thermanaerobacter,tengcongensis,Yeast and starch,,Thiosulfate and sulfur,,Hydrogen sulfide and acetate,Anaerobic,333.0533,,,,,,,Specific growth,0.1015,/h,34.84417337,-2.287696481
12,53,53-A,53-A-01,"Xue YF, Zu Y, Liu Y, Ma YH, Zhou PJ (2001).  Thermoanaerobacter tengcongensis sp. nov., a novel anaerobic, saccharolytic, thermophilic bacterium isolated from a hot spring in Tengcong, China.  International Journal of Systematic and Evolutionary Microbiology 51(4):1335-1341.",Reducer,Pure,,Thermoanaerobacter tengcongensis,MB4T,Thermanaerobacterales,Thermanaerobacteraceae,Thermanaerobacter,tengcongensis,Yeast and starch,,Thiosulfate and sulfur,,Hydrogen sulfide and acetate,Anaerobic,337.8669,,,,,,,Specific growth,0.1214,/h,34.34774737,-2.1086644
12,53,53-A,53-A-01,"Xue YF, Zu Y, Liu Y, Ma YH, Zhou PJ (2001).  Thermoanaerobacter tengcongensis sp. nov., a novel anaerobic, saccharolytic, thermophilic bacterium isolated from a hot spring in Tengcong, China.  International Journal of Systematic and Evolutionary Microbiology 51(4):1335-1341.",Reducer,Pure,,Thermoanaerobacter tengcongensis,MB4T,Thermanaerobacterales,Thermanaerobacteraceae,Thermanaerobacter,tengcongensis,Yeast and starch,,Thiosulfate and sulfur,,Hydrogen sulfide and acetate,Anaerobic,342.8805,,,,,,,Specific growth,0.2223,/h,33.84551447,-1.503727458
12,53,53-A,53-A-01,"Xue YF, Zu Y, Liu Y, Ma YH, Zhou PJ (2001).  Thermoanaerobacter tengcongensis sp. nov., a novel anaerobic, saccharolytic, thermophilic bacterium isolated from a hot spring in Tengcong, China.  International Journal of Systematic and Evolutionary Microbiology 51(4):1335-1341.",Reducer,Pure,,Thermoanaerobacter tengcongensis,MB4T,Thermanaerobacterales,Thermanaerobacteraceae,Thermanaerobacter,tengcongensis,Yeast and starch,,Thiosulfate and sulfur,,Hydrogen sulfide and acetate,Anaerobic,345.0182,,,,,,,Specific growth,0.2446,/h,33.63581088,-1.408131056
12,54,54-A,54-A-01,"Lee YJ, Dashti M, Prange A, Rainey FA, Rohde M, Whitman WB, Wiegel J (2007).  Thermoanaerobacter sulfurigigens sp. nov., an anaerobic thermophilic bacterium that reduces 1 M thiosulfate to elemental sulfur and tolerates 90 mM sulfite.  International Journal of Systematic and Evolutionary Microbiology 57(7):1429-1434.",Reducer,Pure,,Thermoanaerobacter sulfurigignens,JW/SL-NZ826T,Thermanaerobacterales,Thermanaerobacteraceae,Thermanaerobacter,sulfurigigens,"Yeast, xylose, thiosulfate",,Thiosulfate,6.5,Elemental sufur,Anaerobic,313.9977,,,,,,,Specific growth,0.0799,/h,36.95876411,-2.526979426
12,54,54-A,54-A-01,"Lee YJ, Dashti M, Prange A, Rainey FA, Rohde M, Whitman WB, Wiegel J (2007).  Thermoanaerobacter sulfurigigens sp. nov., an anaerobic thermophilic bacterium that reduces 1 M thiosulfate to elemental sulfur and tolerates 90 mM sulfite.  International Journal of Systematic and Evolutionary Microbiology 57(7):1429-1434.",Reducer,Pure,,Thermoanaerobacter sulfurigignens,JW/SL-NZ826T,Thermanaerobacterales,Thermanaerobacteraceae,Thermanaerobacter,sulfurigigens,"Yeast, xylose, thiosulfate",,Thiosulfate,6.5,Elemental sufur,Anaerobic,316.0952,,,,,,,Specific growth,0.1003,/h,36.71351835,-2.299589584
12,54,54-A,54-A-01,"Lee YJ, Dashti M, Prange A, Rainey FA, Rohde M, Whitman WB, Wiegel J (2007).  Thermoanaerobacter sulfurigigens sp. nov., an anaerobic thermophilic bacterium that reduces 1 M thiosulfate to elemental sulfur and tolerates 90 mM sulfite.  International Journal of Systematic and Evolutionary Microbiology 57(7):1429-1434.",Reducer,Pure,,Thermoanaerobacter sulfurigignens,JW/SL-NZ826T,Thermanaerobacterales,Thermanaerobacteraceae,Thermanaerobacter,sulfurigigens,"Yeast, xylose, thiosulfate",,Thiosulfate,6.5,Elemental sufur,Anaerobic,317.9093,,,,,,,Specific growth,0.1279,/h,36.50401837,-2.05650657
12,54,54-A,54-A-01,"Lee YJ, Dashti M, Prange A, Rainey FA, Rohde M, Whitman WB, Wiegel J (2007).  Thermoanaerobacter sulfurigigens sp. nov., an anaerobic thermophilic bacterium that reduces 1 M thiosulfate to elemental sulfur and tolerates 90 mM sulfite.  International Journal of Systematic and Evolutionary Microbiology 57(7):1429-1434.",Reducer,Pure,,Thermoanaerobacter sulfurigignens,JW/SL-NZ826T,Thermanaerobacterales,Thermanaerobacteraceae,Thermanaerobacter,sulfurigigens,"Yeast, xylose, thiosulfate",,Thiosulfate,6.5,Elemental sufur,Anaerobic,320.1202,,,,,,,Specific growth,0.1315,/h,36.25190452,-2.028748427
12,54,54-A,54-A-01,"Lee YJ, Dashti M, Prange A, Rainey FA, Rohde M, Whitman WB, Wiegel J (2007).  Thermoanaerobacter sulfurigigens sp. nov., an anaerobic thermophilic bacterium that reduces 1 M thiosulfate to elemental sulfur and tolerates 90 mM sulfite.  International Journal of Systematic and Evolutionary Microbiology 57(7):1429-1434.",Reducer,Pure,,Thermoanaerobacter sulfurigignens,JW/SL-NZ826T,Thermanaerobacterales,Thermanaerobacteraceae,Thermanaerobacter,sulfurigigens,"Yeast, xylose, thiosulfate",,Thiosulfate,6.5,Elemental sufur,Anaerobic,322.161,,,,,,,Specific growth,0.1882,/h,36.02225883,-1.670250052
12,54,54-A,54-A-01,"Lee YJ, Dashti M, Prange A, Rainey FA, Rohde M, Whitman WB, Wiegel J (2007).  Thermoanaerobacter sulfurigigens sp. nov., an anaerobic thermophilic bacterium that reduces 1 M thiosulfate to elemental sulfur and tolerates 90 mM sulfite.  International Journal of Systematic and Evolutionary Microbiology 57(7):1429-1434.",Reducer,Pure,,Thermoanaerobacter sulfurigignens,JW/SL-NZ826T,Thermanaerobacterales,Thermanaerobacteraceae,Thermanaerobacter,sulfurigigens,"Yeast, xylose, thiosulfate",,Thiosulfate,6.5,Elemental sufur,Anaerobic,324.0884,,,,,,,Specific growth,0.1955,/h,35.80802931,-1.6321949
12,54,54-A,54-A-01,"Lee YJ, Dashti M, Prange A, Rainey FA, Rohde M, Whitman WB, Wiegel J (2007).  Thermoanaerobacter sulfurigigens sp. nov., an anaerobic thermophilic bacterium that reduces 1 M thiosulfate to elemental sulfur and tolerates 90 mM sulfite.  International Journal of Systematic and Evolutionary Microbiology 57(7):1429-1434.",Reducer,Pure,,Thermoanaerobacter sulfurigignens,JW/SL-NZ826T,Thermanaerobacterales,Thermanaerobacteraceae,Thermanaerobacter,sulfurigigens,"Yeast, xylose, thiosulfate",,Thiosulfate,6.5,Elemental sufur,Anaerobic,326.1293,,,,,,,Specific growth,0.2413,/h,35.58394455,-1.421714306
12,54,54-A,54-A-01,"Lee YJ, Dashti M, Prange A, Rainey FA, Rohde M, Whitman WB, Wiegel J (2007).  Thermoanaerobacter sulfurigigens sp. nov., an anaerobic thermophilic bacterium that reduces 1 M thiosulfate to elemental sulfur and tolerates 90 mM sulfite.  International Journal of Systematic and Evolutionary Microbiology 57(7):1429-1434.",Reducer,Pure,,Thermoanaerobacter sulfurigignens,JW/SL-NZ826T,Thermanaerobacterales,Thermanaerobacteraceae,Thermanaerobacter,sulfurigigens,"Yeast, xylose, thiosulfate",,Thiosulfate,6.5,Elemental sufur,Anaerobic,328.9637,,,,,,,Specific growth,0.3118,/h,35.277348,-1.165393322
12,55,55-A,55-A-01,"Pikuta E, Lysenko A, Suzina N, Osipov G, Kuznetov B, Tourova T, Akimenko V, Laurinavichius K (2000).  Desulfotomaculum alkaliphilum sp. nov., a new alkaphilic, moderately thermophilic, sulfate-reducing bacterium.  International Journal of Systematic and Evolutionary Microbiology 50(1):25-33.",Reducer,Pure,,Desulfotomaculum alkaliphilum,S1T,Clostridiales,Peptococcaceae,Desulfotomaculum,alkaliphilum,Yeast,,Sulfate,,"Acetic acid, propionic, valeric and isovaleric",Anaerobic,309.67,,,,,,,Inverse of doubling time,0.014787081,/h,37.47527021,-4.214001385
12,55,55-A,55-A-01,"Pikuta E, Lysenko A, Suzina N, Osipov G, Kuznetov B, Tourova T, Akimenko V, Laurinavichius K (2000).  Desulfotomaculum alkaliphilum sp. nov., a new alkaphilic, moderately thermophilic, sulfate-reducing bacterium.  International Journal of Systematic and Evolutionary Microbiology 50(1):25-33.",Reducer,Pure,,Desulfotomaculum alkaliphilum,S1T,Clostridiales,Peptococcaceae,Desulfotomaculum,alkaliphilum,Yeast,,Sulfate,,"Acetic acid, propionic, valeric and isovaleric",Anaerobic,316.7826,,,,,,,Inverse of doubling time,0.034177401,/h,36.63385213,-3.376190643
12,55,55-A,55-A-01,"Pikuta E, Lysenko A, Suzina N, Osipov G, Kuznetov B, Tourova T, Akimenko V, Laurinavichius K (2000).  Desulfotomaculum alkaliphilum sp. nov., a new alkaphilic, moderately thermophilic, sulfate-reducing bacterium.  International Journal of Systematic and Evolutionary Microbiology 50(1):25-33.",Reducer,Pure,,Desulfotomaculum alkaliphilum,S1T,Clostridiales,Peptococcaceae,Desulfotomaculum,alkaliphilum,Yeast,,Sulfate,,"Acetic acid, propionic, valeric and isovaleric",Anaerobic,322.8768,,,,,,,Inverse of doubling time,0.055714341,/h,35.94239947,-2.887517697
12,56,56-A,56-A-01,"Alain K, Marteinsson VT, Miroshnichenko ML, Bonch-Osmolovskaya EA, Prieur D, Birrien JL (2002).  Marinitoga piezophila sp. nov., a rod-shaped, thermo-piezophilic bacterium isolated under high hydrostatic pressure from a deep-sea hydrothermal vent.  International Journal of Systematic and Evolutionary Microbiology 52(4):1331-1339.",Reducer,Pure,,Marinitoga piezophila,KA3T,Thermotogales,Thermotogaceae,Marinitoga,piezophila,RS,,Sulfur,6,,Anaerobic,322.8688,Pressure,40,MPa,,,,Specific growth,0.7168,/h,35.94329005,-0.332958417
12,56,56-A,56-A-01,"Alain K, Marteinsson VT, Miroshnichenko ML, Bonch-Osmolovskaya EA, Prieur D, Birrien JL (2002).  Marinitoga piezophila sp. nov., a rod-shaped, thermo-piezophilic bacterium isolated under high hydrostatic pressure from a deep-sea hydrothermal vent.  International Journal of Systematic and Evolutionary Microbiology 52(4):1331-1339.",Reducer,Pure,,Marinitoga piezophila,KA3T,Thermotogales,Thermotogaceae,Marinitoga,piezophila,RS,,Sulfur,6,,Anaerobic,327.9458,Pressure,40,MPa,,,,Specific growth,1.0569,/h,35.38684419,0.055340095
12,56,56-A,56-A-01,"Alain K, Marteinsson VT, Miroshnichenko ML, Bonch-Osmolovskaya EA, Prieur D, Birrien JL (2002).  Marinitoga piezophila sp. nov., a rod-shaped, thermo-piezophilic bacterium isolated under high hydrostatic pressure from a deep-sea hydrothermal vent.  International Journal of Systematic and Evolutionary Microbiology 52(4):1331-1339.",Reducer,Pure,,Marinitoga piezophila,KA3T,Thermotogales,Thermotogaceae,Marinitoga,piezophila,RS,,Sulfur,6,,Anaerobic,332.9254,Pressure,40,MPa,,,,Specific growth,1.7015,/h,34.85755946,0.531510215
12,56,56-B,56-B-01,"Alain K, Marteinsson VT, Miroshnichenko ML, Bonch-Osmolovskaya EA, Prieur D, Birrien JL (2002).  Marinitoga piezophila sp. nov., a rod-shaped, thermo-piezophilic bacterium isolated under high hydrostatic pressure from a deep-sea hydrothermal vent.  International Journal of Systematic and Evolutionary Microbiology 52(4):1331-1339.",Reducer,Pure,,Marinitoga piezophila,KA3T,Thermotogales,Thermotogaceae,Marinitoga,piezophila,RS,,Sulfur,6,,Anaerobic,322.8599,Pressure,0.3,MPa,Cultured under high hydrostatic pressure,,,Specific growth,0.563,/h,35.94428087,-0.574475651
12,56,56-B,56-B-01,"Alain K, Marteinsson VT, Miroshnichenko ML, Bonch-Osmolovskaya EA, Prieur D, Birrien JL (2002).  Marinitoga piezophila sp. nov., a rod-shaped, thermo-piezophilic bacterium isolated under high hydrostatic pressure from a deep-sea hydrothermal vent.  International Journal of Systematic and Evolutionary Microbiology 52(4):1331-1339.",Reducer,Pure,,Marinitoga piezophila,KA3T,Thermotogales,Thermotogaceae,Marinitoga,piezophila,RS,,Sulfur,6,,Anaerobic,327.9875,Pressure,0.3,MPa,Cultured under high hydrostatic pressure,,,Specific growth,0.7831,/h,35.38234514,-0.244494877
12,56,56-B,56-B-01,"Alain K, Marteinsson VT, Miroshnichenko ML, Bonch-Osmolovskaya EA, Prieur D, Birrien JL (2002).  Marinitoga piezophila sp. nov., a rod-shaped, thermo-piezophilic bacterium isolated under high hydrostatic pressure from a deep-sea hydrothermal vent.  International Journal of Systematic and Evolutionary Microbiology 52(4):1331-1339.",Reducer,Pure,,Marinitoga piezophila,KA3T,Thermotogales,Thermotogaceae,Marinitoga,piezophila,RS,,Sulfur,6,,Anaerobic,332.9478,Pressure,0.3,MPa,Cultured under high hydrostatic pressure,,,Specific growth,1.0923,/h,34.85521432,0.088285565
12,57,57-A,57-A-01,"Balk M, Weijima J, Stams AJM (2002).  Thermotoga lettingae sp. nov., a novel thermophilic, methanol-degrading bacterium isolated from a thermophilic anaerobic reactor.  International Journal of Systematic and Evolutionary Microbiology 52(4):1361-1368.",Reducer,Pure,,Thermotoga lettingae,TMOT,Thermotogales,Thermotogaceae,Thermotoga,lettingae,Methanol,,"Sulfur, thiosulfate, iron III",,,Anaerobic,322.8418,,,,,,,Specific growth,0.0626,/h,35.94629607,-2.770990001
12,57,57-A,57-A-01,"Balk M, Weijima J, Stams AJM (2002).  Thermotoga lettingae sp. nov., a novel thermophilic, methanol-degrading bacterium isolated from a thermophilic anaerobic reactor.  International Journal of Systematic and Evolutionary Microbiology 52(4):1361-1368.",Reducer,Pure,,Thermotoga lettingae,TMOT,Thermotogales,Thermotogaceae,Thermotoga,lettingae,Methanol,,"Sulfur, thiosulfate, iron III",,,Anaerobic,327.8506,,,,,,,Specific growth,0.0984,/h,35.39711968,-2.318714475
12,57,57-A,57-A-01,"Balk M, Weijima J, Stams AJM (2002).  Thermotoga lettingae sp. nov., a novel thermophilic, methanol-degrading bacterium isolated from a thermophilic anaerobic reactor.  International Journal of Systematic and Evolutionary Microbiology 52(4):1361-1368.",Reducer,Pure,,Thermotoga lettingae,TMOT,Thermotogales,Thermotogaceae,Thermotoga,lettingae,Methanol,,"Sulfur, thiosulfate, iron III",,,Anaerobic,332.9473,,,,,,,Specific growth,0.161,/h,34.85526666,-1.826350914
12,57,57-A,57-A-01,"Balk M, Weijima J, Stams AJM (2002).  Thermotoga lettingae sp. nov., a novel thermophilic, methanol-degrading bacterium isolated from a thermophilic anaerobic reactor.  International Journal of Systematic and Evolutionary Microbiology 52(4):1361-1368.",Reducer,Pure,,Thermotoga lettingae,TMOT,Thermotogales,Thermotogaceae,Thermotoga,lettingae,Methanol,,"Sulfur, thiosulfate, iron III",,,Anaerobic,336.0228,,,,,,,Specific growth,0.2107,/h,34.53624851,-1.557319958
12,58,58-A,58-A-01,"Menes RJ, Muxi L (2002).  Anaerobaculum mobile sp. nov., a novel anaerobic, moderately thermophilic, peptide-fermenting bacterium that uses crotonate as an electron acceptor, and emended description of the genus Anaerobaculum.  International Journal of Systematic and Evolutionary Microbiology 52(1):157-164.",Fermenter,Pure,,Anaerobaculum mobile,NGAT,,,Anaerobaculum,mobile,,,Crotonate,,,Anaerobic,317.8748,,,,,,,Specific growth,0.1052,/h,36.50798027,-2.251891979
12,58,58-A,58-A-01,"Menes RJ, Muxi L (2002).  Anaerobaculum mobile sp. nov., a novel anaerobic, moderately thermophilic, peptide-fermenting bacterium that uses crotonate as an electron acceptor, and emended description of the genus Anaerobaculum.  International Journal of Systematic and Evolutionary Microbiology 52(1):157-164.",Fermenter,Pure,,Anaerobaculum mobile,NGAT,,,Anaerobaculum,mobile,,,Crotonate,,,Anaerobic,322.9336,,,,,,,Specific growth,0.1552,/h,35.93607765,-1.863040671
12,58,58-A,58-A-01,"Menes RJ, Muxi L (2002).  Anaerobaculum mobile sp. nov., a novel anaerobic, moderately thermophilic, peptide-fermenting bacterium that uses crotonate as an electron acceptor, and emended description of the genus Anaerobaculum.  International Journal of Systematic and Evolutionary Microbiology 52(1):157-164.",Fermenter,Pure,,Anaerobaculum mobile,NGAT,,,Anaerobaculum,mobile,,,Crotonate,,,Anaerobic,327.939,,,,,,,Specific growth,0.2052,/h,35.38757795,-1.583770166
12,59,59-A,59-A-01,"L'Haridon S, Miroshnichenko ML, Hippe H, Fardeau ML, Bonch-Osmolovskaya E, Stackebrandt E, Jeanthon C (2001).  Thermosipho geolei sp. nov., a thermophilic bacterium isolated from a continental petroleum reservoir in Western Siberia.  International Journal of Systematic and Evolutionary Microbiology 51(4):1327-1334.",,Pure,,Thermosipho geolei,SL31T,Thermotogales,Thermotogaceae,Thermosipho,geolei,,,"Sulfur, cystine",7,"Molecular hydrogen, acetate, alanine and CO2, hydrogen sulfide",Anaerobic,311.9037,,,,,,,Specific growth,0.0214,/h,37.20689086,-3.844364357
12,59,59-A,59-A-01,"L'Haridon S, Miroshnichenko ML, Hippe H, Fardeau ML, Bonch-Osmolovskaya E, Stackebrandt E, Jeanthon C (2001).  Thermosipho geolei sp. nov., a thermophilic bacterium isolated from a continental petroleum reservoir in Western Siberia.  International Journal of Systematic and Evolutionary Microbiology 51(4):1327-1334.",,Pure,,Thermosipho geolei,SL31T,Thermotogales,Thermotogaceae,Thermosipho,geolei,,,"Sulfur, cystine",7,"Molecular hydrogen, acetate, alanine and CO2, hydrogen sulfide",Anaerobic,325.392,,,,,,,Specific growth,0.067,/h,35.66457358,-2.70306266
12,59,59-A,59-A-01,"L'Haridon S, Miroshnichenko ML, Hippe H, Fardeau ML, Bonch-Osmolovskaya E, Stackebrandt E, Jeanthon C (2001).  Thermosipho geolei sp. nov., a thermophilic bacterium isolated from a continental petroleum reservoir in Western Siberia.  International Journal of Systematic and Evolutionary Microbiology 51(4):1327-1334.",,Pure,,Thermosipho geolei,SL31T,Thermotogales,Thermotogaceae,Thermosipho,geolei,,,"Sulfur, cystine",7,"Molecular hydrogen, acetate, alanine and CO2, hydrogen sulfide",Anaerobic,329.5781,,,,,,,Specific growth,0.1394,/h,35.21158392,-1.970407781
12,60,60-A,60-A-01,"Slobodkin A, Reysenbach AL, Mayer F, Wiegel J (1997).  Isolation and characterization of the homoacetogenic thermophilic bacterium Moorella glycerini sp. nov.  International Journal of Systematic Bacteriology 47(4):969-974.",Fermenter,Pure,,Moorella glycerini,JW/AS-Y6T,Thermoanaerobacterales,Thermoanaerobacteraceae,Moorella,glycerini,"Yeast, glycerol",,,6.8,Acetate,Anaerobic,315.9121,,,,,,,Specific growth,0.0125,/h,36.7347972,-4.382026635
12,60,60-A,60-A-01,"Slobodkin A, Reysenbach AL, Mayer F, Wiegel J (1997).  Isolation and characterization of the homoacetogenic thermophilic bacterium Moorella glycerini sp. nov.  International Journal of Systematic Bacteriology 47(4):969-974.",Fermenter,Pure,,Moorella glycerini,JW/AS-Y6T,Thermoanaerobacterales,Thermoanaerobacteraceae,Moorella,glycerini,"Yeast, glycerol",,,6.8,Acetate,Anaerobic,317.8841,,,,,,,Specific growth,0.0357,/h,36.50691219,-3.33260459
12,60,60-A,60-A-01,"Slobodkin A, Reysenbach AL, Mayer F, Wiegel J (1997).  Isolation and characterization of the homoacetogenic thermophilic bacterium Moorella glycerini sp. nov.  International Journal of Systematic Bacteriology 47(4):969-974.",Fermenter,Pure,,Moorella glycerini,JW/AS-Y6T,Thermoanaerobacterales,Thermoanaerobacteraceae,Moorella,glycerini,"Yeast, glycerol",,,6.8,Acetate,Anaerobic,320.0594,,,,,,,Specific growth,0.0601,/h,36.25879111,-2.811745437
12,60,60-A,60-A-01,"Slobodkin A, Reysenbach AL, Mayer F, Wiegel J (1997).  Isolation and characterization of the homoacetogenic thermophilic bacterium Moorella glycerini sp. nov.  International Journal of Systematic Bacteriology 47(4):969-974.",Fermenter,Pure,,Moorella glycerini,JW/AS-Y6T,Thermoanaerobacterales,Thermoanaerobacteraceae,Moorella,glycerini,"Yeast, glycerol",,,6.8,Acetate,Anaerobic,323.1384,,,,,,,Specific growth,0.131,/h,35.91330193,-2.032557956
12,60,60-A,60-A-01,"Slobodkin A, Reysenbach AL, Mayer F, Wiegel J (1997).  Isolation and characterization of the homoacetogenic thermophilic bacterium Moorella glycerini sp. nov.  International Journal of Systematic Bacteriology 47(4):969-974.",Fermenter,Pure,,Moorella glycerini,JW/AS-Y6T,Thermoanaerobacterales,Thermoanaerobacteraceae,Moorella,glycerini,"Yeast, glycerol",,,6.8,Acetate,Anaerobic,325.9264,,,,,,,Specific growth,0.1638,/h,35.60609673,-1.809109108
12,60,60-A,60-A-01,"Slobodkin A, Reysenbach AL, Mayer F, Wiegel J (1997).  Isolation and characterization of the homoacetogenic thermophilic bacterium Moorella glycerini sp. nov.  International Journal of Systematic Bacteriology 47(4):969-974.",Fermenter,Pure,,Moorella glycerini,JW/AS-Y6T,Thermoanaerobacterales,Thermoanaerobacteraceae,Moorella,glycerini,"Yeast, glycerol",,,6.8,Acetate,Anaerobic,327.0996,,,,,,,Specific growth,0.2092,/h,35.47838923,-1.564464547
12,62,62-A,62-A-01,"Utkin I, Woese C, Wiegel J (1994).  Isolation and Characterization of Desulfitobacterium dehalogenans gen. nov., sp. nov., an anaerobic bacterium which reductively dechlorinates chlorophenolic compounds.  International Journal of Systematic Bacteriology 44(4):612-619.",Fermenter,Pure,,Desulfitobacterium dehalogenans,DCB-1,Clostridiales,Peptococcaceae,Desulfitobacterium,dehalogenans,Yeast,,"Sulfite, thiosulfate, sulfur, nitrate, fumerate",7.5,"H2, CO2, sulfide, nitrite, succinate",Anaerobic,289.8638,,,,,,,Inverse of doubling time,0.019,/h,40.03593041,-3.9633163
12,62,62-A,62-A-01,"Utkin I, Woese C, Wiegel J (1994).  Isolation and Characterization of Desulfitobacterium dehalogenans gen. nov., sp. nov., an anaerobic bacterium which reductively dechlorinates chlorophenolic compounds.  International Journal of Systematic Bacteriology 44(4):612-619.",Fermenter,Pure,,Desulfitobacterium dehalogenans,DCB-1,Clostridiales,Peptococcaceae,Desulfitobacterium,dehalogenans,Yeast,,"Sulfite, thiosulfate, sulfur, nitrate, fumerate",7.5,"H2, CO2, sulfide, nitrite, succinate",Anaerobic,292.0147,,,,,,,Inverse of doubling time,0.0224,/h,39.74103676,-3.79869432
12,62,62-A,62-A-01,"Utkin I, Woese C, Wiegel J (1994).  Isolation and Characterization of Desulfitobacterium dehalogenans gen. nov., sp. nov., an anaerobic bacterium which reductively dechlorinates chlorophenolic compounds.  International Journal of Systematic Bacteriology 44(4):612-619.",Fermenter,Pure,,Desulfitobacterium dehalogenans,DCB-1,Clostridiales,Peptococcaceae,Desulfitobacterium,dehalogenans,Yeast,,"Sulfite, thiosulfate, sulfur, nitrate, fumerate",7.5,"H2, CO2, sulfide, nitrite, succinate",Anaerobic,293.605,,,,,,,Inverse of doubling time,0.0371,/h,39.52578098,-3.294138309
12,62,62-A,62-A-01,"Utkin I, Woese C, Wiegel J (1994).  Isolation and Characterization of Desulfitobacterium dehalogenans gen. nov., sp. nov., an anaerobic bacterium which reductively dechlorinates chlorophenolic compounds.  International Journal of Systematic Bacteriology 44(4):612-619.",Fermenter,Pure,,Desulfitobacterium dehalogenans,DCB-1,Clostridiales,Peptococcaceae,Desulfitobacterium,dehalogenans,Yeast,,"Sulfite, thiosulfate, sulfur, nitrate, fumerate",7.5,"H2, CO2, sulfide, nitrite, succinate",Anaerobic,295.7638,,,,,,,Inverse of doubling time,0.0579,/h,39.23727963,-2.849037894
12,62,62-A,62-A-01,"Utkin I, Woese C, Wiegel J (1994).  Isolation and Characterization of Desulfitobacterium dehalogenans gen. nov., sp. nov., an anaerobic bacterium which reductively dechlorinates chlorophenolic compounds.  International Journal of Systematic Bacteriology 44(4):612-619.",Fermenter,Pure,,Desulfitobacterium dehalogenans,DCB-1,Clostridiales,Peptococcaceae,Desulfitobacterium,dehalogenans,Yeast,,"Sulfite, thiosulfate, sulfur, nitrate, fumerate",7.5,"H2, CO2, sulfide, nitrite, succinate",Anaerobic,298.8216,,,,,,,Inverse of doubling time,0.0659,/h,38.83576999,-2.719616837
12,62,62-A,62-A-01,"Utkin I, Woese C, Wiegel J (1994).  Isolation and Characterization of Desulfitobacterium dehalogenans gen. nov., sp. nov., an anaerobic bacterium which reductively dechlorinates chlorophenolic compounds.  International Journal of Systematic Bacteriology 44(4):612-619.",Fermenter,Pure,,Desulfitobacterium dehalogenans,DCB-1,Clostridiales,Peptococcaceae,Desulfitobacterium,dehalogenans,Yeast,,"Sulfite, thiosulfate, sulfur, nitrate, fumerate",7.5,"H2, CO2, sulfide, nitrite, succinate",Anaerobic,304.1792,,,,,,,Inverse of doubling time,0.1561,/h,38.15174386,-1.857258451
12,62,62-A,62-A-01,"Utkin I, Woese C, Wiegel J (1994).  Isolation and Characterization of Desulfitobacterium dehalogenans gen. nov., sp. nov., an anaerobic bacterium which reductively dechlorinates chlorophenolic compounds.  International Journal of Systematic Bacteriology 44(4):612-619.",Fermenter,Pure,,Desulfitobacterium dehalogenans,DCB-1,Clostridiales,Peptococcaceae,Desulfitobacterium,dehalogenans,Yeast,,"Sulfite, thiosulfate, sulfur, nitrate, fumerate",7.5,"H2, CO2, sulfide, nitrite, succinate",Anaerobic,306.1197,,,,,,,Inverse of doubling time,0.1944,/h,37.90989906,-1.637837387
12,62,62-A,62-A-02,"Utkin I, Woese C, Wiegel J (1994).  Isolation and Characterization of Desulfitobacterium dehalogenans gen. nov., sp. nov., an anaerobic bacterium which reductively dechlorinates chlorophenolic compounds.  International Journal of Systematic Bacteriology 44(4):612-619.",Fermenter,Pure,,Desulfitobacterium dehalogenans,DCB-1,Clostridiales,Peptococcaceae,Desulfitobacterium,dehalogenans,Yeast,,"Sulfite, thiosulfate, sulfur, nitrate, fumerate",7.5,"H2, CO2, sulfide, nitrite, succinate",Anaerobic,289.9048,,,,,,,Inverse of 50% dehalogenation time,0.027256126,/h,40.0302683,-3.602476976
